Tytul;issn;eissn;punkty;;;;;;;;
Annual of Navigation;1640-8632;2300-6633;13;;;;;;;;
Annual Review & Research in Biology;2231-4776;;7;;;;;;;;
Ante Portas- Studia nad bezpieczeństwem;2353-6306;;3;;;;;;;;
Anthropological Review;1898-6773;2083-4594;15;;;;;;;;
Anthropos?;1730-9549;;7;;;;;;;;
Antiquitates Mathematicae Annales Societatis
Mathematicae Polonae Series VI;1898-5203;2353-8813;3;;;;;;;;
Antropomotoryka;1731-0652;2353-3986;9;;;;;;;;
Aparat represji w Polsce Ludowej 1944-1989;1733-6996;;4;;;;;;;;
Aparatura Badawcza i Dydaktyczna;1426-9600;2392-1765;10;;;;;;;;
APCRI Journal;0973-5038;;3;;;;;;;;
Applicationes Mathematicae;1233-7234;1730-6280;14;;;;;;;;
APPLIED COMPUTER SCIENCE;1895-3735;2353-6977;11;;;;;;;;
Applied Mechanics and Materials;1662-7482;;7;;;;;;;;
Archaeologia Historica Polona;1425-3534;;5;;;;;;;;
Archeus Studia z Bioetyki i Antropologii Filozoficznej;1641-5973;;4;;;;;;;;
Architecturae et Artibus;2080-9638;;7;;;;;;;;
Architecture Civil Engineering Environment;1899-0142;;11;;;;;;;;
Architectus;1429-7507;2084-5227;9;;;;;;;;
Architektura Krajobrazu;1641-5159;;7;;;;;;;;
Archive of Mechanical Engineering;0004-0738;2300-1895;15;;;;;;;;
Archives of Budo Science of Martial Arts and Extreme
Sports;;2300-8822;7;;;;;;;;
Archives of Civil Engineering;1230-2945;;15;;;;;;;;
Archives of Control Sciences;1230-2384;2300-2611;15;;;;;;;;
Archives of Electrical Engineering;1427-4221;2300-2506;15;;;;;;;;
Archives of Foundry Engineering;1897-3310;2299-2944;15;;;;;;;;
Archives of Hydro-Engineering and Environmental
Mechanics;1231-3726;;14;;;;;;;;
Archives of Materials Science and Engineering;1897-2764;;13;;;;;;;;
Archives of Mechanical Technology and Materials;2450-9469;;7;;;;;;;;
Archives of Perinatal Medicine;1505-0580;1508-4868;10;;;;;;;;
Archives of Physiotherapy and Global Researches;2353-4389;2353-7183;4;;;;;;;;
Archives of Polish Fisheries;2083-6120;2083-6139;12;;;;;;;;
Archives of Psychiatry and Psychotherapy;1509-2046;2083-828X;12;;;;;;;;
Archives of Thermodynamics;1231-0956;2083-6023;13;;;;;;;;
Archives of Transport;0866-9546;2300-8830;14;;;;;;;;
Archives of Transport System Telematics;1899-8208;;11;;;;;;;;
Archivolta;1506-5928;;1;;;;;;;;
Archivum Combustionis;0208-4198;;12;;;;;;;;
Archiwa - Kancelarie - Zbiory;1895-9075;;10;;;;;;;;
Archiwa Biblioteki i Muzea Kościelne;0518-3766;;10;;;;;;;;
Archiwista Polski;1425-9893;;5;;;;;;;;
Archiwum Emigracji;2084-3550;;8;;;;;;;;
Archiwum Energetyki;0066-684X;;3;;;;;;;;
Archiwum Filozofii Prawa i Filozofii Społecznej;2082-3304;;6;;;;;;;;
Archiwum Fotogrametrii, Kartografii i Teledetekcji;2083-2214;2391-9477;7;;;;;;;;
Archiwum Gospodarki Odpadami i Ochrony
Środowiska;1733-4381;;4;;;;;;;;
Archiwum Historii i Filozofii Medycyny;0860-1844;;7;;;;;;;;
Archiwum Instytutu Inżynierii Lądowej;1897-4007;;4;;;;;;;;
Archiwum Kryminologii;0066-6890;;12;;;;;;;;
Archiwum Medycyny Sądowej i Kryminologii;0324-8267;1689-1716;12;;;;;;;;
ARGUMENT: Biannual Philosophical Journal;2083-6635;2084-1043;7;;;;;;;;
Argumenta Oeconomica Cracoviensia;1642-168X;;13;;;;;;;;
Ars inter Culturas;2083-1226;;7;;;;;;;;
Ars Separatoria Acta;1731-6340;;6;;;;;;;;
Art Inquiry. Recherches sur les arts;1641-9278;;8;;;;;;;;
Art of Dentistry;2081-4798;2392-2818;5;;;;;;;;
Art of the Orient;2299-811X;;4;;;;;;;;
Arterial Hypertension;2449-6170;2449-6162;8;;;;;;;;
Artificial Satellites, Journal of Planetary Geodesy;0208-841X;2083-6104;8;;;;;;;;
Artluk;1896-3676;;2;;;;;;;;
Arts Marketing: An International Journal;2044-2084;;3;;;;;;;;
Asia Pacific Journal of Management &
Entrepreneurship Research;2277-8098;;8;;;;;;;;
Asia Pacific Journal of Marketing and Logistics;1355-5855;;10;;;;;;;;
Asian Accounting and Auditing Advancement (4A
Journal);2218-5666;;4;;;;;;;;
Asian Business Review (ABR);2304-2613;;6;;;;;;;;
Asian Journal of Applied Science and Engineering;2305-915X;;9;;;;;;;;
Asian Journal of Biomedical and Pharmaceutical
Sciences;2249-622X;;6;;;;;;;;
Asian Journal of Gerontology and Geriatrics;1819-1576;;5;;;;;;;;
Asian Journal Of Medical Sciences;2091-0576;;10;;;;;;;;
ASIAN JOURNAL OF RESEARCH IN SOCIAL SCIENCES
AND HUMANITIES;2250-1665;;9;;;;;;;;
Asian Pacific Journal of Reproduction;2305-0500;;4;;;;;;;;
Asian Pacific Journal of Tropical Biomedicine;2221-1691;;9;;;;;;;;
Asian Pacific Journal of Tropical Disease;2222-1808;;10;;;;;;;;
ASK: RESEARCH & METHODS;1234-9224;;14;;;;;;;;
Aspekty Muzyki;2082-6044;;3;;;;;;;;
ASPIRACJE: PISMO WARSZAWSKICH UCZELNI
ARTYSTYCZNYCH;1732-6125;;4;;;;;;;;
Assam Journal of Internal Medicine;2278-8239;;1;;;;;;;;
Astitva International Journal of Commerce,
Management and Social Sciences;2320-0626;;3;;;;;;;;
Asystentka i Higienistka Stomatologiczna;1895-6920;2392-1854;3;;;;;;;;
Ateneum Kapłańskie;0208-9041;;6;;;;;;;;
Ateneum Przegląd Familiologiczny;2391-7814;;4;;;;;;;;
Athenaeum. Polskie Studia Politologiczne;1505-2192;;14;;;;;;;;
ATHLOS: Revista Internacional de Ciencias Sociales de la Actividad Física, el Juego y el Deporte;2253-6604;;4;;;;;;;;
AURA;0137-3668;2449-9927;6;;;;;;;;
Australasian Accounting Business & Finance Journal;1834-2000;;6;;;;;;;;
Autobiografia. Literatura. Kultura. Media;2353-8694;;8;;;;;;;;
Autobusy. Technika, Eksploatacja, Systemy
Transportowe;1509-5878;;7;;;;;;;;
Automatyka / Akademia Górniczo-Hutnicza im.
Stanisława Staszica w Krakowie;1429-3447;2353-0952;5;;;;;;;;
AUTOMATYKA, ELEKTRYKA, ZAKŁÓCENIA;2082-4149;;5;;;;;;;;
Avant. Pismo Awangardy Filozoficzno-Naukowej;2082-7598;2082-6710;13;;;;;;;;
Azja-Pacyfik. Społeczeństwo - Polityka - Gospodarka;1643-692X;;6;;;;;;;;
Badania Fizjograficzne Seria A - Geografia Fizyczna;2081-6014;;5;;;;;;;;
BADANIA FIZJOGRAFICZNE SERIA B - BOTANIKA;0067-2815;;5;;;;;;;;
Balcanica Posnaniensia. Acta et studia;0239-4278;;10;;;;;;;;
BALI MEDICAL JOURNAL;2089-1180;;2;;;;;;;;
Baltic Coastal Zone;1643-0115;;11;;;;;;;;
BALTIC JOURNAL OF COLEOPTEROLOGY;1407-8619;;10;;;;;;;;
Baltic Journal of Health and Physical Activity;2080-1297;2080-9999;11;;;;;;;;
Baltic Linguistics;2081-7533;;9;;;;;;;;
Baltica ~ Silesia;2300-4746;;3;;;;;;;;
BANACH CENTER PUBLICATIONS;0137-6934;1730-6299;14;;;;;;;;
Bank i Kredyt;0137-5520;;14;;;;;;;;
Barbarzyńca. Pismo Antropologiczne;1643-9708;;3;;;;;;;;
BAROMETR REGIONALNY;1644-9398;;14;;;;;;;;
Bartın Üniversitesi Eğitim Fakültesi Dergisi;1308-7177;;2;;;;;;;;
Benchmarking: An International Journal;1463-5771;;10;;;;;;;;
Beskydy - The Beskids Bulletin;1803-2451;;3;;;;;;;;
Beyond Philology: An International Journal of Linguistics, Literary Studies and English Language
Teaching;1732-1220;;7;;;;;;;;
Beytulhikme An International Journal of Philosophy;1303-8303;;4;;;;;;;;
Bezpieczeństwo i Administracja Zeszyty Naukowe Wydziału Bezpieczeństwa Narodowego Akademii
Obrony Narodowej;2353-8872;;5;;;;;;;;
Bezpieczeństwo i Technika Pożarnicza;1895-8443;;13;;;;;;;;
Bezpieczeństwo Narodowe;1896-4923;;6;;;;;;;;
Bezpieczeństwo Pracy i Ochrona Środowiska w
Górnictwie;2081-4224;;6;;;;;;;;
Bezpieczeństwo Pracy. Nauka i Praktyka;0137-7043;;7;;;;;;;;
Bezpieczeństwo.Teoria i Praktyka;1899-6264;;6;;;;;;;;
Bezpieczny Bank;1429-2939;;13;;;;;;;;
BIAŁORUSKIE ZESZYTY HISTORYCZNE;1232-7468;;8;;;;;;;;
Białorutenistyka Białostocka;2081-2515;;7;;;;;;;;
Białostockie Archiwum Językowe;1641-6961;;9;;;;;;;;
Białostockie Studia Literaturoznawcze;2082-9701;;9;;;;;;;;
BIAŁOSTOCKIE STUDIA PRAWNICZE;1689-7404;;8;;;;;;;;
Białostockie Teki Historyczne;1425-1930;;9;;;;;;;;
Biblica et Patristica Thoruniensia;1689-5150;;9;;;;;;;;
Biblioteka;1506-3615;2391-5838;8;;;;;;;;
Biblioteka i Edukacja;2299-565X;;4;;;;;;;;
Biblioteka Regionalisty;2081-4461;2449-9781;8;;;;;;;;
Biblioteka Teologii Fundamentalnej;2084-5731;;3;;;;;;;;
Biblioteka Współczesnej Myśli Pedagogicznej;2300-2689;;5;;;;;;;;
Bibliotekarz Lubelski;0137-9895;;4;;;;;;;;
Bibliotekarz Podlaski. Ogólnopolskie naukowe pismo
bibliotekoznawcze i bibliologiczne;1640-7806;;7;;;;;;;;
Bibliotheca Nostra. Śląski Kwartalnik Naukowy;1734-6576;2084-5464;9;;;;;;;;
Bielsko-Żywieckie Studia Teologiczne;1427-9207;;3;;;;;;;;
Bio-Algorithms and Med-Systems;1895-9091;1896-530X;8;;;;;;;;
Bioarchaeology of the Near East;1898-9403;1899-962X;7;;;;;;;;
BIODIVERSITY: RESEARCH AND CONSERVATION;1897-2810;;13;;;;;;;;
BIOINFO Aquatic Ecosystem;2277-369X;;4;;;;;;;;
BIOINFO Business Economics;2249-1775;;5;;;;;;;;
BIOINFO Business Management;2249-1791;;5;;;;;;;;
BIOINFO Computational Mathematics;2249-7099;;4;;;;;;;;
BIOINFO Computational Optimization;2249-5533;;4;;;;;;;;
BIOINFO Computer Engineering;2249-3980;;4;;;;;;;;
BIOINFO Drug targets;2249-1759;;4;;;;;;;;
BIOINFO Environment and Pollution;2249-1716;;4;;;;;;;;
BIOINFO Financial Management;2250-091X;;5;;;;;;;;
BIOINFO Genetic Programming;2249-4006;;4;;;;;;;;
BIOINFO Journal of Proteomics;2249-1651;;4;;;;;;;;
BIOINFO Mechanical Engineering;2277-3738;;4;;;;;;;;
BIOINFO Medical Imaging;2249-7072;;4;;;;;;;;
BIOINFO Optimization Theory and Applications;2249-5495;;4;;;;;;;;
BIOINFO Pharmaceutical Biotechnology;2249-1813;;4;;;;;;;;
BIOINFO Project Management;2249-1732;;5;;;;;;;;
BIOINFO Renewable & Sustainable Energy;2249-1694;;4;;;;;;;;
BIOINFO Security Informatics;2249-9423;;4;;;;;;;;
BIOINFO Sensor Networks;2249-944X;;4;;;;;;;;
BIOINFO Sociology;2249-1678;;5;;;;;;;;
BIOINFO Systems Engineering;2249-2720;;4;;;;;;;;
BIOINFO Vaccine Sciences;2277-3711;;4;;;;;;;;
BIOLOGICAL LETTERS;1644-7700;1734-7467;13;;;;;;;;
Biomedical Human Kinetics;2080-2234;2080-2234;9;;;;;;;;
Biometrical Letters;1896-3811;;12;;;;;;;;
BioTechnologia;0860-7796;2353-9461;13;;;;;;;;
Biotechnology and Food Science;2084-0136;2299-6818;8;;;;;;;;
Biuletyn Biblioteki Jagiellońskiej;0006-3940;2450-0410;7;;;;;;;;
Biuletyn Edukacji Medialnej;1733-0297;;7;;;;;;;;
Biuletyn Fundacji Generał Elżbiety Zawackiej;2081-2752;;3;;;;;;;;
BIULETYN HISTORII POGRANICZA;1641-0033;;6;;;;;;;;
Biuletyn Historii Wychowania;1233-2224;;9;;;;;;;;
Biuletyn Instytutu Hodowli i Aklimatyzacji Roślin;0373-7837;;6;;;;;;;;
Biuletyn Instytutu Spawalnictwa w Gliwicach;0867-583X;2300-1674;11;;;;;;;;
Biuletyn Instytutu Systemów Informatycznych;1508-4183;;2;;;;;;;;
Biuletyn Komitetu Ochrony Przyrody Polskiej Akademii
Nauk;2082-8756;2300-1100;1;;;;;;;;
Biuletyn Komitetu Przestrzennego Zagospodarowania
Kraju PAN;0079-3493;;8;;;;;;;;
BIULETYN LOGOPEDYCZNY ZARZĄDU GŁÓWNEGO
POLSKIEGO TOWARZYSTWA LOGOPEDYCZNEGO;1640-4491;;4;;;;;;;;
Biuletyn Naukowy Wrocławskiej Wyższej Szkoły
Informatyki Stosowanej Informatyka;2082-9892;;2;;;;;;;;
Biuletyn Naukowy Wrocławskiej Wyższej Szkoły
Informatyki Stosowanej. Turystyka i Rekreacja;2082-9884;;2;;;;;;;;
BIULETYN NUMIZMATYCZNY;0006-4017;;4;;;;;;;;
Biuletyn Państwowego Instytutu Geologicznego;0867-6143;;12;;;;;;;;
Biuletyn Polskiego Stowarzyszenia Wodoru i Ogniw
Paliwowych;1896-7205;;2;;;;;;;;
Biuletyn Polskiego Towarzystwa Ekonomicznego;1507-1383;;4;;;;;;;;
Biuletyn Polskiego Towarzystwa Językoznawczego;0032-3802;;13;;;;;;;;
Biuletyn Polskiego Towarzystwa Kryminologicznego
im. prof. Stanisława Batawii;2084-5383;;4;;;;;;;;
Biuletyn Polskiej Misji Historycznej = Bulletin der
Polnischen Historischen Mission;2083-7755;2391-792X;7;;;;;;;;
Biuletyn Stowarzyszenia Absolwentów i Przyjaciół Wydziału Prawa Katolickiego Uniwersytetu Lubelskiego;1896-8406;;10;;;;;;;;
Biuletyn Stowarzyszenia Kanonistów Polskich;1731-1438;;6;;;;;;;;
Biuletyn Stowarzyszenia Rzeczoznawców
Majątkowych Województwa Wielkopolskiego;1731-1829;;6;;;;;;;;
BIULETYN SZADKOWSKI;1643-0700;2449-8351;7;;;;;;;;
Biuletyn Uniejowski;2299-8403;2449-8319;4;;;;;;;;
Biuletyn Wojskowej Akademii Technicznej;1234-5865;;8;;;;;;;;
Biuletyn Wydziału Farmaceutycznego Warszawskiego
Uniwersytetu Medycznego;2080-1602;2080-1602;5;;;;;;;;
Bohemistyka;1642-9893;;13;;;;;;;;
Botanica Lithuanica;1392-1665;;7;;;;;;;;
Ból;1640-324X;;8;;;;;;;;
British Biotechnology Journal;2231-2927;;8;;;;;;;;
British Journal of Applied Science & Technology;2231-0843;;5;;;;;;;;
British Journal of Economics, Management & Trade;2278-098X;;5;;;;;;;;
British Journal of Education, Society & Behavioural
Science;2278-0998;;6;;;;;;;;
British Journal of Environment and Climate Change;2231-4784;;5;;;;;;;;
British Journal of Mathematics & Computer Science;2231-0851;;4;;;;;;;;
British Journal of Medicine and Medical Research;2231-0614;;8;;;;;;;;
British Journal of Pharmaceutical Research;2231-2919;;4;;;;;;;;
British Microbiology Research Journal;2231-0886;;9;;;;;;;;
Bromatologia i Chemia Toksykologiczna;0365-9445;2353-9054;6;;;;;;;;
Budownictwo Górnicze i Tunelowe;1234-5342;;5;;;;;;;;
Budownictwo i Architektura;1899-0665;;6;;;;;;;;
Budownictwo i Inżynieria Środowiska;2081-3279;;5;;;;;;;;
Budownictwo i Prawo;1428-8516;;5;;;;;;;;
Budownictwo o zoptymalizowanym potencjale
energetycznym;2299-8535;;6;;;;;;;;
Budownictwo, Technologie, Architektura;1644-745X;;3;;;;;;;;
Builder;1896-0642;;5;;;;;;;;
Built Environment;0263-7960;;10;;;;;;;;
Bulgarian Journal of Veterinary Medicine;1311-1477;;8;;;;;;;;
Bulgarian Medicine;1314-3387;;2;;;;;;;;
Bulletin de la Société des sciences et des lettres de
Łódź, Série: Recherches sur les déformations;0459-6854;;14;;;;;;;;
Bulletin of Alfred Nobel University. Series Legal
Science;2226-2873;;6;;;;;;;;
Bulletin of Alfred Nobel University. Series «Pedagogy and Psychology» [ Вісник Дніпропетровського університету імені альфреда Нобеля. Серія
«Педагогіка та психологія» ];2222-551X;;4;;;;;;;;
Bulletin of Geography. Socio-economic Series;1732-4254;2083-8298;15;;;;;;;;
Bulletin of Geography: Physical Geography Series;2080-7686;2300-8490;13;;;;;;;;
Bulletin of Mariupol State University. Series: Law [ Вісник Маріупольського державного університету.
Серія: Право ];2226-3047;;5;;;;;;;;
Bulletin of Mariupol State Universitу. Series: History. Politology [ Вісник Маріупольського державного університету. Серія: Історія. Політологія. Збірник
наукових праць ];2226-2830;;3;;;;;;;;
Bulletin of Medical Internet Conferences [ Бюллетень медицинских Интернет-конференций ];2224-6150;;2;;;;;;;;
Bulletin of the Polish Academy of Sciences.
Mathematics;0239-7269;1732-8985;13;;;;;;;;
Business and Economic Horizons;1804-1205;;8;;;;;;;;
Business and Economics Research Journal;1309-2448;;10;;;;;;;;
Business Process Management Journal;1463-7154;;10;;;;;;;;
CAAI Transactions on Intelligent Systems [
智能系统学报 ];1673-4785;;3;;;;;;;;
Cahiers ERTA;2300-4681;2353-8953;6;;;;;;;;
CALEDONIAN JOURNAL OF ENGINEERING;1999-9496;;3;;;;;;;;
Çalışma ve Toplum;1305-2837;;7;;;;;;;;
Camera Separatoria;2299-6265;2299-6265;5;;;;;;;;
Case Study and Case Report;2228-8988;;7;;;;;;;;
Casus;1427-2385;;6;;;;;;;;
Cell Medicine;2155-1790;;10;;;;;;;;
Central and Eastern European Journal of Management
and Economics;;2353-9119;8;;;;;;;;
Central and Eastern European Migration Review;2300-1682;;9;;;;;;;;
Central European Journal of Communication;1899-5101;;9;;;;;;;;
Central European Journal of Computer Science;1896-1533;;9;;;;;;;;
Central European Journal of Economic Modelling and
Econometrics;2080-0886;2080-119X;14;;;;;;;;
CENTRAL EUROPEAN JOURNAL OF ENGINEERING;1896-1541;;7;;;;;;;;
Central European Journal of Sport Sciences and
Medicine;2300-9705;2353-2807;12;;;;;;;;
Central European Journal of Urology;2080-4806;2080-4873;14;;;;;;;;
Central European Review of Economics & Finance;2082-8500;;7;;;;;;;;
Cercetari Agronomice in Moldova;0379-5837;;6;;;;;;;;
Challenges of modern technology;2082-2863;2353-4419;8;;;;;;;;
Challenges of the Knowledge Society;2068-7796;;5;;;;;;;;
Check List: Journal of Species Lists and Distribution;1809-127X;;10;;;;;;;;
CHEMIK nauka-technika-rynek;0009-2886;;8;;;;;;;;
Chemistry. Environment. Biotechnology.;2083-7097;;5;;;;;;;;
Chemistry-Didactics-Ecology-Metrology/Chemia-
Dydaktyka-Ekologia-Metrologia;1640-9019;2084-4506;9;;;;;;;;
China Printing and Packaging Study;1674-5752;;4;;;;;;;;
China-USA Business Review;1537-1514;;9;;;;;;;;
Chinese Business Review;1537-1506;;10;;;;;;;;
Chinese Clinical Oncology;1009-0460;;6;;;;;;;;
Chinese Journal of Bases and Clinics in General Surgery;1007-9424;;5;;;;;;;;
Chinese Journal of Ship Research [ 中国舰船研究 ];1673-3185;;2;;;;;;;;
Chirurgia Narządów Ruchu i Ortopedia Polska;0009-479X;;6;;;;;;;;
Chirurgia Plastyczna i Oparzenia;2300-7893;2391-7989;6;;;;;;;;
Chirurgia po Dyplomie;1895-6874;2449-9668;4;;;;;;;;
Chirurgia Polska;1507-5524;1644-3349;8;;;;;;;;
Chłodnictwo : organ Naczelnej Organizacji Technicznej;0009-4919;2449-9390;6;;;;;;;;
Choroby Serca i Naczyń;1733-2346;1733-4276;7;;;;;;;;
Chorzowskie Studia Polityczne;2080-752X;;9;;;;;;;;
Chowanna;0137-706X;2353-9682;10;;;;;;;;
Christianitas Antiqua;1730-3788;;4;;;;;;;;
Chrońmy Przyrodę Ojczystą;0009-6172;;8;;;;;;;;
CHRZEŚCIJAŃSTWO, ŚWIAT, POLITYKA;1896-9038;;7;;;;;;;;
Ciepłownictwo, Ogrzewnictwo, Wentylacja;0137-3676;2449-9900;10;;;;;;;;
Citizenship Teaching and Learning;1751-1917;;3;;;;;;;;
Civil and Environmental Engineering Reports;2080-5187;;9;;;;;;;;
Civitas. Studia z filozofii polityki;1428-2631;;7;;;;;;;;
Classica Cracoviensia;1505-8913;2391-6753;9;;;;;;;;
Clinical and Experimental Hepatology;2392-1099;2449-8238;7;;;;;;;;
CLUJUL MEDICAL;1222-2119;;3;;;;;;;;
Coaching Review;2081-7029;;6;;;;;;;;
Collectanea Philologica;1733-0319;2353-0901;8;;;;;;;;
Colloquia Communia;0239-6815;;3;;;;;;;;
Colloquia Germanica Stetinensia;0867-5791;;9;;;;;;;;
Colloquia Humanistica;2081-6774;2392-2419;8;;;;;;;;
Colloquia Litteraria;1896-3455;2353-8112;5;;;;;;;;
Colloquia Theologica Ottoniana;1731-0555;2353-2998;7;;;;;;;;
Colloquium;2081-3813;;8;;;;;;;;
Colloquium Biometricum;1896-7701;;8;;;;;;;;
Combustion Engines;2300-9896;;13;;;;;;;;
Commentationes Mathematicae;2080-1211;;9;;;;;;;;
Communications in Biometry and Crop Science;1896-0782;;13;;;;;;;;
COMPARATIVE ECONOMIC RESEARCH. CENTRAL AND
EASTERN EUROPE;1508-2008;2082-6737;15;;;;;;;;
Comparative Law Review;0866-9449;;5;;;;;;;;
Comparative Legilinguistics;2080-5926;2391-4491;7;;;;;;;;
Complementary and Alternative Medicine in Science;2353-3420;2353-5849;5;;;;;;;;
Composites Theory and Practice;2084-6096;2299-128X;11;;;;;;;;
COMPUSOFT 'An International Journal of Advanced
Computer Technology';2320-0790;;2;;;;;;;;
Computational Methods in Science and Technology;1505-0602;2353-9453;11;;;;;;;;
Computer Applications in Electrical Engineering;1508-4248;;6;;;;;;;;
Computer Assisted Methods in Engineering and
Science;2299-3649;;14;;;;;;;;
Computer Engineering and Applications;1002-8331;;6;;;;;;;;
Computer Methods in Materials Science;1641-8581;;12;;;;;;;;
Computer Science;1508-2806;;12;;;;;;;;
Computer Science and Mathematical Modelling;2450-0054;;5;;;;;;;;
Computer Technology and Application;1934-7332;;7;;;;;;;;
Contemporary Economics;1897-9254;;15;;;;;;;;
Contemporary Trends in Geoscience;;2299-8179;5;;;;;;;;
Contributions in New World Archaeology;2080-8216;;6;;;;;;;;
CONTROL AND CYBERNETICS;0324-8569;;14;;;;;;;;
Conversatoria Linguistica;1897-1415;;5;;;;;;;;
CONVERSATORIA LITTERARIA;1897-1423;;5;;;;;;;;
Convivium. Germanistisches Jahrbuch Polen;2196-8403;;7;;;;;;;;
Copernican Journal of Finance & Accounting;2300-1240;2300-3065;7;;;;;;;;
Copernicus Journal of Political Studies;2299-4335;;6;;;;;;;;
Cracow Indological Studies;1732-0917;;12;;;;;;;;
Cross-Cultural Management Journal;1454-9980;;4;;;;;;;;
Crossroads. A Journal of English Studies;;2300-6250;6;;;;;;;;
Cultura. International Journal of Philosophy of Culture
and Axiology;1584-1057;;10;;;;;;;;
Cultural Perspectives. Journal for Literary and British
Cultural Studies in Romania;1224-239X;;4;;;;;;;;
Culture Management - Kulturmanagement -
Zarządzanie Kulturą;2081-4712;;6;;;;;;;;
Cuprum : czasopismo naukowo-techniczne górnictwa
rud;0137-2815;;4;;;;;;;;
Current Chemistry Letters;1927-7296;1927-730X;10;;;;;;;;
Current Gynecologic Oncology;2081-1632;;11;;;;;;;;
Current Issues in Personality Psychology;2353-4192;2353-561X;12;;;;;;;;
Current Issues in Pharmacy and Medical Sciences;2084-980X;;8;;;;;;;;
Current Problems of Psychiatry;2081-3910;2353-8627;7;;;;;;;;
Current Topics in Biophysics;2084-1892;;10;;;;;;;;
Current Trends in Technology and Sciences;2279-0535;;2;;;;;;;;
Current World Environment;0973-4929;;4;;;;;;;;
Cyber Times International Journal of Technology And
Management;2278-7518;;2;;;;;;;;
CyberEmpathy: Magazine of Visual Communication and New Media in Art Science Humanities Design and
Technology;2299-906X;;6;;;;;;;;
Cybernetics and Information Technologies;1311-9702;;7;;;;;;;;
Cywilizacja i Polityka;1732-5641;;9;;;;;;;;
Czas Kultury;0867-2148;;12;;;;;;;;
Czasopismo Aptekarskie;1233-2755;;4;;;;;;;;
Czasopismo Geograficzne;0045-9453;;5;;;;;;;;
Czasopismo Inżynierii Lądowej, Środowiska i
Architektury. Journal of Civil Engineering, Environment and Architecture;2300-5130;2300-8903;9;;;;;;;;
Czasopismo Prawa Karnego i Nauk Penalnych;1506-1817;;7;;;;;;;;
Czasopismo Prawno-Historyczne;0070-2471;;9;;;;;;;;
Czasopismo Psychologiczne;1425-6460;;11;;;;;;;;
Czasopismo Stomatologiczne;0011-4553;2299-551X;12;;;;;;;;
Czasopismo Techniczne;0011-4561;2353-737X;13;;;;;;;;
CZASY NOWOŻYTNE;1428-8982;;6;;;;;;;;
Człowiek i Społeczeństwo;0239-3271;;9;;;;;;;;
Człowiek i Środowisko;0137-3617;;7;;;;;;;;
Człowiek i Zdrowie;2082-7288;;4;;;;;;;;
CZŁOWIEK NIEPEŁNOSPRAWNOŚĆ SPOŁECZEŃSTWO;1734-5537;;10;;;;;;;;
Człowiek w Kulturze;1230-4492;;6;;;;;;;;
Czynniki Ryzyka;1232-7808;;4;;;;;;;;
Czytanie Literatury. Łódzkie Studia Literaturoznawcze;2299-7458;2449-8386;6;;;;;;;;
DAGEROTYP;1233-2445;;6;;;;;;;;
Daneshvar Medicine;1028-3188;;3;;;;;;;;
Debiuty Naukowe Studentów Wyższej Szkoły Bankowej;1428-7129;;3;;;;;;;;
Decision Making in Manufacturing and Services;1896-8325;2300-7087;10;;;;;;;;
Decision Science Letters;1929-5804;;3;;;;;;;;
Decyzje;1733-0092;2391-761X;11;;;;;;;;
Demonstratio Mathematica;0420-1213;;11;;;;;;;;
Dental and Medical Problems;1644-387X;2300-9020;11;;;;;;;;
DENTAL DIALOG CZASOPISMO Z ZAKRESU TECHNIKI
DENTYSTYCZNEJ I PROTETYKI;2082-4246;2392-2826;4;;;;;;;;
Dental Forum;1732-0801;2300-6099;7;;;;;;;;
Dermatologia Dziecięca;2082-999X;;1;;;;;;;;
Dermatologia Estetyczna;1507-661X;;4;;;;;;;;
Dermatologia Kliniczna;1730-7201;;6;;;;;;;;
Dermatologia Po Dyplomie;2081-0105;2449-9625;4;;;;;;;;
Dermatologia Praktyczna;2080-1157;;3;;;;;;;;
Deutsch-Polnische Juristen Zeitschrift;1615-9063;;5;;;;;;;;
Developmental Period Medicine;1428-345X;;13;;;;;;;;
Diabetologia Kliniczna;2084-4441;2299-2529;10;;;;;;;;
Diabetologia po Dyplomie;1732-0844;2449-9617;3;;;;;;;;
Diagnostic And Therapeutic Study;2229-211X;;4;;;;;;;;
Diagnostyka;1641-6414;2449-5220;11;;;;;;;;
Diagnostyka Laboratoryjna;0867-4043;;10;;;;;;;;
Dialog. Miesięcznik Poświęcony Dramaturgii
Współczesnej;0012-2041;;10;;;;;;;;
DIALOGI POLITYCZNE. FILOZOFIA, SPOŁECZEŃSTWO,
PRAWO;1730-8003;;7;;;;;;;;
DIALOGUE AND UNIWERSALISM;1234-5792;;9;;;;;;;;
DIALOGUES FRANCOPHONES;1224-7073;;4;;;;;;;;
Diariusz Prawniczy;1896-7426;;2;;;;;;;;
Dicle Üniversitesi Mühendislik Dergisi;1309-8640;;2;;;;;;;;
Didactica Mathematicae;0208-8916;2353-0960;10;;;;;;;;
Didactics of Mathematics;1733-7941;;8;;;;;;;;
